ipaddr DST_IP,ipaddr SRC_IP,uint64 BYTES,uint64 BYTES_REV,uint64 FLOW_ID,uint64 LINK_BIT_FIELD,uint64 QUIC_TOKEN_LENGTH,uint64 TCP_OPT,uint64 TCP_OPT_REV,time TIME_FIRST,time TIME_LAST,macaddr DST_MAC,macaddr SRC_MAC,uint32 PACKETS,uint32 PACKETS_REV,uint32 QUIC_CLIENT_VERSION,uint32 QUIC_VERSION,uint32 TCP_MSS,uint32 TCP_MSS_REV,uint16 DST_PORT,uint16 QUIC_SERVER_PORT,uint16 SRC_PORT,uint16 TCP_SYN_SIZE,uint16 TCP_WIN,uint16 TCP_WIN_REV,uint8 IP_FLG,uint8 IP_FLG_REV,uint8 IP_TTL,uint8 IP_TTL_REV,uint8 PROTOCOL,uint8 QUIC_CH_PARSED,uint8 QUIC_MULTIPLEXED,uint8 TCP_FLAGS,uint8 TCP_FLAGS_REV,bytes QUIC_OCCID,bytes QUIC_OSCID,uint8* QUIC_PACKETS,string QUIC_SNI,bytes QUIC_TLS_EXT,uint16* QUIC_TLS_EXT_LEN,uint16* QUIC_TLS_EXT_TYPE,uint32* DBI_BRST_BYTES,uint32* DBI_BRST_PACKETS,uint32* SBI_BRST_BYTES,uint32* SBI_BRST_PACKETS,time* DBI_BRST_TIME_START,time* DBI_BRST_TIME_STOP,time* SBI_BRST_TIME_START,time* SBI_BRST_TIME_STOP,uint32_D_PHISTS_IPT_bin0,uint32_D_PHISTS_IPT_bin1,uint32_D_PHISTS_IPT_bin2,uint32_D_PHISTS_IPT_bin3,uint32_D_PHISTS_IPT_bin4,uint32_D_PHISTS_IPT_bin5,uint32_D_PHISTS_IPT_bin6,uint32_D_PHISTS_IPT_bin7,sum_D_PHISTS_IPT,uint32_D_PHISTS_SIZES_bin0,uint32_D_PHISTS_SIZES_bin1,uint32_D_PHISTS_SIZES_bin2,uint32_D_PHISTS_SIZES_bin3,uint32_D_PHISTS_SIZES_bin4,uint32_D_PHISTS_SIZES_bin5,uint32_D_PHISTS_SIZES_bin6,uint32_D_PHISTS_SIZES_bin7,sum_D_PHISTS_SIZES,uint32_S_PHISTS_IPT_bin0,uint32_S_PHISTS_IPT_bin1,uint32_S_PHISTS_IPT_bin2,uint32_S_PHISTS_IPT_bin3,uint32_S_PHISTS_IPT_bin4,uint32_S_PHISTS_IPT_bin5,uint32_S_PHISTS_IPT_bin6,uint32_S_PHISTS_IPT_bin7,sum_S_PHISTS_IPT,uint32_S_PHISTS_SIZES_bin0,uint32_S_PHISTS_SIZES_bin1,uint32_S_PHISTS_SIZES_bin2,uint32_S_PHISTS_SIZES_bin3,uint32_S_PHISTS_SIZES_bin4,uint32_S_PHISTS_SIZES_bin5,uint32_S_PHISTS_SIZES_bin6,uint32_S_PHISTS_SIZES_bin7,sum_S_PHISTS_SIZES,int8_PPI_PKT_DIRECTIONS_0,int8_PPI_PKT_DIRECTIONS_1,int8_PPI_PKT_DIRECTIONS_2,int8_PPI_PKT_DIRECTIONS_3,int8_PPI_PKT_DIRECTIONS_4,int8_PPI_PKT_DIRECTIONS_5,int8_PPI_PKT_DIRECTIONS_6,int8_PPI_PKT_DIRECTIONS_7,int8_PPI_PKT_DIRECTIONS_8,int8_PPI_PKT_DIRECTIONS_9,int8_PPI_PKT_DIRECTIONS_10,int8_PPI_PKT_DIRECTIONS_11,int8_PPI_PKT_DIRECTIONS_12,int8_PPI_PKT_DIRECTIONS_13,int8_PPI_PKT_DIRECTIONS_14,int8_PPI_PKT_DIRECTIONS_15,int8_PPI_PKT_DIRECTIONS_16,int8_PPI_PKT_DIRECTIONS_17,int8_PPI_PKT_DIRECTIONS_18,int8_PPI_PKT_DIRECTIONS_19,int8_PPI_PKT_DIRECTIONS_20,int8_PPI_PKT_DIRECTIONS_21,int8_PPI_PKT_DIRECTIONS_22,int8_PPI_PKT_DIRECTIONS_23,int8_PPI_PKT_DIRECTIONS_24,int8_PPI_PKT_DIRECTIONS_25,int8_PPI_PKT_DIRECTIONS_26,int8_PPI_PKT_DIRECTIONS_27,int8_PPI_PKT_DIRECTIONS_28,int8_PPI_PKT_DIRECTIONS_29,uint8_PPI_PKT_FLAGS_0,uint8_PPI_PKT_FLAGS_1,uint8_PPI_PKT_FLAGS_2,uint8_PPI_PKT_FLAGS_3,uint8_PPI_PKT_FLAGS_4,uint8_PPI_PKT_FLAGS_5,uint8_PPI_PKT_FLAGS_6,uint8_PPI_PKT_FLAGS_7,uint8_PPI_PKT_FLAGS_8,uint8_PPI_PKT_FLAGS_9,uint8_PPI_PKT_FLAGS_10,uint8_PPI_PKT_FLAGS_11,uint8_PPI_PKT_FLAGS_12,uint8_PPI_PKT_FLAGS_13,uint8_PPI_PKT_FLAGS_14,uint8_PPI_PKT_FLAGS_15,uint8_PPI_PKT_FLAGS_16,uint8_PPI_PKT_FLAGS_17,uint8_PPI_PKT_FLAGS_18,uint8_PPI_PKT_FLAGS_19,uint8_PPI_PKT_FLAGS_20,uint8_PPI_PKT_FLAGS_21,uint8_PPI_PKT_FLAGS_22,uint8_PPI_PKT_FLAGS_23,uint8_PPI_PKT_FLAGS_24,uint8_PPI_PKT_FLAGS_25,uint8_PPI_PKT_FLAGS_26,uint8_PPI_PKT_FLAGS_27,uint8_PPI_PKT_FLAGS_28,uint8_PPI_PKT_FLAGS_29,uint16_PPI_PKT_LENGTHS_0,uint16_PPI_PKT_LENGTHS_1,uint16_PPI_PKT_LENGTHS_2,uint16_PPI_PKT_LENGTHS_3,uint16_PPI_PKT_LENGTHS_4,uint16_PPI_PKT_LENGTHS_5,uint16_PPI_PKT_LENGTHS_6,uint16_PPI_PKT_LENGTHS_7,uint16_PPI_PKT_LENGTHS_8,uint16_PPI_PKT_LENGTHS_9,uint16_PPI_PKT_LENGTHS_10,uint16_PPI_PKT_LENGTHS_11,uint16_PPI_PKT_LENGTHS_12,uint16_PPI_PKT_LENGTHS_13,uint16_PPI_PKT_LENGTHS_14,uint16_PPI_PKT_LENGTHS_15,uint16_PPI_PKT_LENGTHS_16,uint16_PPI_PKT_LENGTHS_17,uint16_PPI_PKT_LENGTHS_18,uint16_PPI_PKT_LENGTHS_19,uint16_PPI_PKT_LENGTHS_20,uint16_PPI_PKT_LENGTHS_21,uint16_PPI_PKT_LENGTHS_22,uint16_PPI_PKT_LENGTHS_23,uint16_PPI_PKT_LENGTHS_24,uint16_PPI_PKT_LENGTHS_25,uint16_PPI_PKT_LENGTHS_26,uint16_PPI_PKT_LENGTHS_27,uint16_PPI_PKT_LENGTHS_28,uint16_PPI_PKT_LENGTHS_29,time_PPI_PKT_TIMES_0,time_PPI_PKT_TIMES_1,time_PPI_PKT_TIMES_2,time_PPI_PKT_TIMES_3,time_PPI_PKT_TIMES_4,time_PPI_PKT_TIMES_5,time_PPI_PKT_TIMES_6,time_PPI_PKT_TIMES_7,time_PPI_PKT_TIMES_8,time_PPI_PKT_TIMES_9,time_PPI_PKT_TIMES_10,time_PPI_PKT_TIMES_11,time_PPI_PKT_TIMES_12,time_PPI_PKT_TIMES_13,time_PPI_PKT_TIMES_14,time_PPI_PKT_TIMES_15,time_PPI_PKT_TIMES_16,time_PPI_PKT_TIMES_17,time_PPI_PKT_TIMES_18,time_PPI_PKT_TIMES_19,time_PPI_PKT_TIMES_20,time_PPI_PKT_TIMES_21,time_PPI_PKT_TIMES_22,time_PPI_PKT_TIMES_23,time_PPI_PKT_TIMES_24,time_PPI_PKT_TIMES_25,time_PPI_PKT_TIMES_26,time_PPI_PKT_TIMES_27,time_PPI_PKT_TIMES_28,time_PPI_PKT_TIMES_29,LABEL,archivo_origen_nemea
255.255.255.255,192.168.137.69,4968,0,13078015672903277210,1,0.0,0,0,2023-02-01T15:44:08.765688,2023-02-01T15:45:58.893837,ff:ff:ff:ff:ff:ff,b8:f0:09:03:29:79,23,0,0,0,0,0,6667,0,49154,0,0,0,0,0,255,0,17,0,,0,0,,,[],,,[],[],[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675266248.765688,1675266253.786486,1675266258.856084,1675266263.817748,1675266268.813701,1675266273.831534,1675266278.823157,1675266283.840052,1675266288.834712,1675266293.894895,1675266298.844419,1675266303.853084,1675266308.868601,1675266313.870382,1675266318.857293,1675266323.867186,1675266328.862472,1675266333.868268,1675266338.884118,1675266343.862739,1675266348.870916,1675266353.873263,1675266358.893837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai,Mirai_udpplain_Nemea
255.255.255.255,192.168.137.219,3876,0,13305484979186253601,1,0.0,0,0,2023-02-01T15:44:09.429946,2023-02-01T15:45:59.053414,ff:ff:ff:ff:ff:ff,44:01:bb:ec:10:4a,19,0,0,0,0,0,37010,0,44646,0,0,0,2,0,64,0,17,0,,0,0,,,[],,,[],[],[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675266249.429946,1675266255.489603,1675266261.657554,1675266267.669576,1675266273.739008,1675266279.863999,1675266285.93865,1675266292.02844,1675266298.071487,1675266304.127161,1675266310.193343,1675266316.250599,1675266322.346204,1675266328.465362,1675266334.706934,1675266340.822418,1675266346.909154,1675266352.964618,1675266359.053414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai,Mirai_udpplain_Nemea
255.255.255.255,192.168.137.245,4400,0,7259781377045215275,1,0.0,0,0,2023-02-01T15:44:10.988102,2023-02-01T15:45:55.979650,ff:ff:ff:ff:ff:ff,d4:a6:51:76:06:64,22,0,0,0,0,0,6667,0,49238,0,0,0,0,0,255,0,17,0,,0,0,,,[],,,[],[],[],[],[860],[5],[],[],[2023-02-01T15:44:32.533335],[2023-02-01T15:44:32.633239],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0,0.0,0.0,0.7619047619047619,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675266250.988102,1675266259.184983,1675266272.533335,1675266272.558681,1675266272.62415,1675266272.632625,1675266272.633239,1675266277.54847,1675266283.228198,1675266288.711728,1675266294.667689,1675266306.181231,1675266306.220232,1675266311.461628,1675266319.162904,1675266322.575576,1675266328.423752,1675266333.65222,1675266339.626109,1675266345.035583,1675266351.167324,1675266355.97965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai,Mirai_udpplain_Nemea
255.255.255.255,192.168.137.224,4600,0,2983583564301371290,1,0.0,0,0,2023-02-01T15:44:08.957948,2023-02-01T15:45:59.075442,ff:ff:ff:ff:ff:ff,84:e3:42:42:ed:0b,23,0,0,0,0,0,6667,0,53143,0,0,0,0,0,255,0,17,0,,0,0,,,[],,,[],[],[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675266248.957948,1675266253.967224,1675266258.994963,1675266263.994821,1675266269.008175,1675266274.018735,1675266279.016423,1675266284.059193,1675266289.032028,1675266294.047099,1675266299.034937,1675266304.069028,1675266309.047483,1675266314.044915,1675266319.047329,1675266324.064723,1675266329.053722,1675266334.05666,1675266339.085617,1675266344.054264,1675266349.056615,1675266354.100725,1675266359.075442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai,Mirai_udpplain_Nemea
255.255.255.255,192.168.137.222,4968,0,8083564121185390623,1,0.0,0,0,2023-02-01T15:44:08.979671,2023-02-01T15:45:59.074610,ff:ff:ff:ff:ff:ff,50:02:91:10:09:8f,23,0,0,0,0,0,6667,0,49155,0,0,0,0,0,255,0,17,0,,0,0,,,[],,,[],[],[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675266248.979671,1675266253.993874,1675266259.003137,1675266264.053831,1675266269.021954,1675266274.028163,1675266279.023582,1675266284.125559,1675266289.047175,1675266294.098783,1675266299.113998,1675266304.069013,1675266309.069863,1675266314.053191,1675266319.073045,1675266324.064739,1675266329.060629,1675266334.064269,1675266339.074648,1675266344.108274,1675266349.068653,1675266354.070335,1675266359.07461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai,Mirai_udpplain_Nemea
255.255.255.255,192.168.137.55,4752,0,16985831719598881479,1,0.0,0,0,2023-02-01T15:44:08.260234,2023-02-01T15:45:59.139630,ff:ff:ff:ff:ff:ff,10:5a:17:97:a5:c6,22,0,0,0,0,0,6667,0,43012,0,0,0,2,0,64,0,17,0,,0,0,,,[],,,[],[],[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675266248.260234,1675266253.418151,1675266259.08607,1675266263.370906,1675266273.283057,1675266278.369551,1675266283.298104,1675266288.306262,1675266293.32523,1675266298.352132,1675266303.939494,1675266309.265472,1675266313.968132,1675266318.969877,1675266325.713375,1675266329.027009,1675266334.008641,1675266339.060802,1675266344.15166,1675266349.237305,1675266354.040342,1675266359.13963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai,Mirai_udpplain_Nemea
255.255.255.255,192.168.137.21,4000,0,7327352570967152479,1,0.0,0,0,2023-02-01T15:44:17.711521,2023-02-01T15:45:54.435360,ff:ff:ff:ff:ff:ff,d4:a6:51:20:91:d1,20,0,0,0,0,0,6667,0,49200,0,0,0,0,0,255,0,17,0,,0,0,,,[],,,[],[],[],[],[516],[3],[],[],[2023-02-01T15:44:26.642077],[2023-02-01T15:44:27.607057],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.7894736842105263,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675266257.711521,1675266266.642077,1675266266.714184,1675266267.607057,1675266272.994354,1675266278.860755,1675266283.962717,1675266289.691873,1675266294.85088,1675266300.388581,1675266306.054817,1675266311.264186,1675266316.785403,1675266327.964487,1675266328.221957,1675266333.107176,1675266342.350499,1675266343.625327,1675266354.2236,1675266354.43536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai,Mirai_udpplain_Nemea
255.255.255.255,192.168.137.10,4968,0,3410367812452292032,1,0.0,0,0,2023-02-01T15:44:09.585227,2023-02-01T15:45:59.674628,ff:ff:ff:ff:ff:ff,c4:dd:57:0c:39:94,23,0,0,0,0,0,6667,0,49154,0,0,0,0,0,255,0,17,0,,0,0,,,[],,,[],[],[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675266249.585227,1675266254.60328,1675266259.598464,1675266264.616255,1675266269.662879,1675266274.62739,1675266279.717981,1675266284.699519,1675266289.646139,1675266294.65149,1675266299.668313,1675266304.666076,1675266309.678831,1675266314.66999,1675266319.664772,1675266324.757768,1675266329.669151,1675266334.671388,1675266339.68002,1675266344.677656,1675266349.692521,1675266354.674885,1675266359.674628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai,Mirai_udpplain_Nemea
255.255.255.255,192.168.137.249,4320,0,11100052001614137984,1,0.0,0,0,2023-02-01T15:44:09.691657,2023-02-01T15:45:59.797323,ff:ff:ff:ff:ff:ff,f4:cf:a2:34:48:6b,20,0,0,0,0,0,6667,0,49154,0,0,0,0,0,255,0,17,0,,0,0,,,[],,,[],[],[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675266249.691657,1675266254.746516,1675266259.741278,1675266264.933971,1675266269.799455,1675266279.943414,1675266284.777797,1675266289.780915,1675266294.771566,1675266305.015153,1675266309.799009,1675266314.80846,1675266319.806079,1675266329.851972,1675266334.788805,1675266339.790724,1675266344.802911,1675266349.862874,1675266354.791208,1675266359.797323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai,Mirai_udpplain_Nemea
255.255.255.255,192.168.137.123,4600,0,8072837535813624290,1,0.0,0,0,2023-02-01T15:44:10.562064,2023-02-01T15:45:59.935070,ff:ff:ff:ff:ff:ff,18:69:d8:eb:d4:3e,23,0,0,0,0,0,6667,0,49239,0,0,0,0,0,255,0,17,0,,0,0,,,[],,,[],[],[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675266250.562064,1675266254.710974,1675266259.838146,1675266264.701227,1675266269.708251,1675266274.716356,1675266280.45463,1675266284.738969,1675266291.223627,1675266294.738778,1675266300.600644,1675266304.745064,1675266309.749169,1675266314.77021,1675266320.027761,1675266327.901469,1675266329.772355,1675266334.767368,1675266341.474373,1675266344.858656,1675266349.784155,1675266354.783893,1675266359.93507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai,Mirai_udpplain_Nemea
3.141.175.104,192.168.137.184,195,285,6265327441632985831,1,0.0,0,0,2023-02-01T15:44:27.130120,2023-02-01T15:45:47.546759,3c:18:a0:41:c3:a0,8c:85:80:6c:b6:47,3,3,0,0,0,0,8006,0,59356,0,0,0,2,2,64,46,17,0,,0,0,,,[],,,[],[],[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,67.0,37.0,67.0,37.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675266267.13012,1675266267.258502,1675266307.316002,1675266307.402594,1675266347.475265,1675266347.546759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai,Mirai_udpplain_Nemea
