c_pkts_all,s_pkts_all,c_port,s_ip,s_port,c_bytes_all,s_isint,fqdn,s_bytes_all,s_iscrypto,c_ip,c_isint,c_iscrypto,c_rst_cnt,c_ack_cnt,c_ack_cnt_p,c_bytes_uniq,c_pkts_data,c_pkts_retx,c_bytes_retx,c_pkts_ooo,c_syn_cnt,c_fin_cnt,s_rst_cnt,s_ack_cnt,s_ack_cnt_p,s_bytes_uniq,s_pkts_data,s_pkts_retx,s_bytes_retx,s_pkts_ooo,s_syn_cnt,s_fin_cnt,first,last,durat,c_first,s_first,c_last,s_last,c_first_ack,s_first_ack,con_t,p2p_t,http_t,c_rtt_avg,c_rtt_min,c_rtt_max,c_rtt_std,c_rtt_cnt,c_ttl_min,c_ttl_max,s_rtt_avg,s_rtt_min,s_rtt_max,s_rtt_std,s_rtt_cnt,s_ttl_min,s_ttl_max,p2p_st,ed2k_data,ed2k_sig,ed2k_c2s,ed2k_c2c,ed2k_chat,c_f1323_opt,c_tm_opt,c_win_scl,c_sack_opt,c_sack_cnt,c_mss,c_mss_max,c_mss_min,c_win_max,c_win_min,c_win_0,c_cwin_max,c_cwin_min,c_cwin_ini,c_pkts_rto,c_pkts_fs,c_pkts_reor,c_pkts_dup,c_pkts_unk,c_pkts_fc,c_pkts_unrto,c_pkts_unfs,c_syn_retx,s_f1323_opt,s_tm_opt,s_win_scl,s_sack_opt,s_sack_cnt,s_mss,s_mss_max,s_mss_min,s_win_max,s_win_min,s_win_0,s_cwin_max,s_cwin_min,s_cwin_ini,s_pkts_rto,s_pkts_fs,s_pkts_reor,s_pkts_dup,s_pkts_unk,s_pkts_fc,s_pkts_unrto,s_pkts_unfs,s_syn_retx,http_req_cnt,http_res_cnt,http_res,c_pkts_push,s_pkts_push,c_tls_SNI,s_tls_SCN,c_npnalpn,s_npnalpn,c_tls_sesid,c_last_handshakeT,s_last_handshakeT,c_appdataT,s_appdataT,c_appdataB,s_appdataB,dns_rslv,req_tm,res_tm,c_first_abs,c_durat,c_type,s_first_abs,s_durat,s_type,protocolo,etiqueta
5,5,54073,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820500078.998,1664820500366.16,287.162,148.37,161.326,148.37,161.326,147.798,161.325,1,0,1,20.834306,12.955,36.351,13.437804,3,64,64,111.830606,111.42,112.636,0.694395,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820499967.0847,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52423,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820500359.0728,1664820500647.975,288.902,148.656,163.083,148.656,163.083,147.832,161.785,0,0,0,20.9853,13.129,36.588,13.511844,3,64,64,111.699943,111.244,112.577,0.756678,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820500247.192,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54076,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820501650.624,1664820501938.841,288.217,148.627,161.939,148.627,161.939,148.041,161.938,1,0,1,21.157295,13.311,36.608,13.380649,3,64,64,111.850938,111.409,112.722,0.751229,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820501538.612,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52426,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820501931.2188,1664820502244.542,313.323,174.988,187.571,174.988,187.571,174.212,187.57,0,0,0,29.448685,12.582,62.862,28.93638,3,64,64,111.790274,111.35,112.523,0.636318,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820501819.229,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54079,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820503246.624,1664820503534.17,287.546,148.58,161.522,148.58,161.522,147.923,161.521,1,0,1,20.854972,12.941,36.373,13.43931,3,64,64,111.958268,111.55,112.771,0.700655,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820503134.683,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52429,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820503526.862,1664820503814.0947,287.233,148.375,161.245,148.375,161.245,147.598,161.244,0,0,0,20.675311,12.869,36.153,13.40365,3,64,64,111.989934,111.445,112.982,0.857655,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820503414.906,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54082,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820504819.458,1664820505107.156,287.698,148.497,161.574,148.497,161.574,147.88,161.574,1,0,1,20.88597,13.077,36.308,13.355633,3,64,64,111.953935,111.565,112.736,0.674066,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820504707.34,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52432,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820505099.9507,1664820505390.905,290.954,148.835,164.551,148.835,164.551,148.096,164.55,0,0,0,21.905603,13.461,36.543,12.725727,3,64,64,112.020933,111.553,112.942,0.79454,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820504987.799,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54085,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820506393.138,1664820506680.002,286.864,148.251,161.059,148.251,161.059,147.689,161.058,1,0,1,20.589647,12.807,36.033,13.373885,3,64,64,112.052598,111.639,112.874,0.708171,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820506280.944,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52435,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820506673.015,1664820506960.507,287.492,148.607,161.422,148.607,161.422,147.902,161.421,0,0,0,20.739642,12.814,36.304,13.479305,3,64,64,112.048598,111.592,112.967,0.79213,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820506560.931,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54088,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820507965.569,1664820508253.6047,288.036,148.598,161.731,148.598,161.731,147.982,161.729,1,0,1,20.954302,13.131,36.325,13.311536,3,64,64,112.061931,111.644,112.896,0.719119,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820507853.31,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52438,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820508246.292,1664820508534.0227,287.731,148.788,161.889,148.788,161.889,147.987,161.526,0,0,0,20.663311,12.738,36.32,13.558848,3,64,64,112.054265,111.6,112.907,0.736018,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820508134.0107,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
111,75,39697,51.145.143.28,443,143864,1,apicom.netatmo.net,6274,0,192.168.137.52,1,0,0,110,5,143864,104,0,0,0,1,1,0,75,67,6274,6,0,0,0,1,1,1664820504979.547,1664820508626.944,3647.397,526.4,534.078,3523.778,3383.091,526.398,533.583,8192,0,0,12.458721,6.751,54.846,12.155114,69,64,64,370.706276,116.511,742.151,284.010785,7,47,48,0,0,0,0,0,0,1,1,6,1,0,1456,1782,31,29056,14560,0,15708,31,291,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1440,2888,51,116864,63488,0,5568,1,5568,0,0,0,0,0,0,0,0,0,0,0,---,5,6,apicom.netatmo.net,*.netatmo.net,0,0,0,1276.568,1283.529,1509.395,1516.867,418,5620,192.168.137.1,1664820504850.152,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54091,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820509540.976,1664820509827.789,286.813,147.944,160.402,147.944,160.402,147.39,160.401,1,0,1,20.579314,12.457,35.647,13.061714,3,64,64,112.080597,111.736,112.774,0.597279,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820509427.393,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52441,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820509821.314,1664820510108.819,287.505,148.691,161.427,148.691,161.427,148.02,161.426,0,0,0,20.626979,12.735,36.272,13.548574,3,64,64,112.240259,111.748,113.201,0.828971,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820509709.041,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54094,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820511245.704,1664820511531.3647,285.661,147.841,160.175,147.841,160.175,147.23,160.174,1,0,1,20.111996,12.333,35.517,13.340769,3,64,64,112.149595,111.713,112.997,0.730871,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820511109.6367,1664820511133.256,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52444,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820511524.9187,1664820511812.142,287.223,148.62,161.248,148.62,161.248,147.887,161.247,0,0,0,20.525649,12.627,36.119,13.504038,3,64,64,112.114596,111.768,112.788,0.580155,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820511412.6487,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
103,91,39698,51.145.143.28,443,145468,1,apicom.netatmo.net,6273,0,192.168.137.52,1,0,0,102,5,145468,96,0,0,1,1,1,0,91,83,6273,6,0,0,0,1,1,1664820508545.611,1664820513042.087,4496.476,182.787,190.602,4226.751,4103.785,145.786,189.881,8192,0,0,10.898539,6.529,65.581,12.362993,74,64,64,188.220636,115.512,294.512,84.130368,5,47,48,0,0,0,0,0,0,1,1,6,1,0,1456,11424,31,29056,14560,0,24276,31,291,1,0,0,0,0,0,0,0,0,1,1,7,1,9,1440,2888,51,163584,51968,0,5568,1,5568,0,0,0,0,0,0,0,0,0,0,0,---,5,6,apicom.netatmo.net,*.netatmo.net,0,0,0,361.042,368.51,663.022,669.8,418,5620,192.168.137.1,1664820504850.152,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54097,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820512816.577,1664820513146.464,329.887,148.186,160.688,148.186,160.688,147.573,160.687,1,0,1,34.749842,12.501,55.968,21.751904,3,64,64,112.307256,111.789,113.231,0.799152,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820512702.745,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52447,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820513096.317,1664820513398.035,301.718,162.852,175.509,162.852,175.509,162.13,175.508,0,0,0,25.231826,12.656,50.147,21.576777,3,64,64,112.404587,111.928,113.314,0.784812,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820512983.9707,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54100,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820514403.049,1664820514688.826,285.777,147.866,160.121,147.866,160.121,147.28,160.121,1,0,1,19.999667,12.255,35.322,13.269222,3,64,64,112.377921,111.956,113.231,0.735545,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820514290.578,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52450,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820514682.516,1664820514970.561,288.045,148.77,161.578,148.77,161.578,148.007,161.577,0,0,0,20.698977,12.807,36.127,13.361662,3,64,64,112.383254,111.88,113.302,0.793958,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820514569.935,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54103,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820515972.264,1664820516259.2727,287.009,148.614,161.077,148.614,161.077,148.021,161.076,1,0,1,20.359321,12.462,35.946,13.49828,3,64,64,112.441252,112.001,113.259,0.705915,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820515859.881,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52453,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820516252.539,1664820516549.752,297.213,148.09,171.357,148.09,171.357,147.387,171.357,0,0,0,23.729209,12.489,35.434,11.479505,3,64,64,112.417919,111.946,113.366,0.817824,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820516139.986,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
4,3,52238,47.254.83.84,1340,0,1,-,0,0,192.168.137.163,1,0,0,3,2,0,0,0,0,0,1,1,0,3,1,0,0,1,1,0,0,2,1664820516300.968,1664820516856.868,555.9,0.0,0.0,0.0,0.0,111.743,174.737,0,0,0,328.371163,328.404,328.404,0.0,1,64,64,0.0,0.0,0.0,0.0,0,113,113,0,0,0,0,0,0,1,1,0,1,0,1460,0,0,14600,1825,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1029,1029,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,---,0,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54106,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820517554.921,1664820517842.4067,287.486,148.865,161.375,148.865,161.375,148.276,161.375,1,0,1,20.552315,12.51,36.172,13.528466,3,64,64,112.28659,112.019,112.748,0.398623,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820517440.376,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52457,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820517835.57,1664820518121.156,285.586,147.926,159.93,147.926,159.93,147.382,159.929,0,0,0,19.852672,12.003,35.355,13.425206,3,64,64,112.496917,112.021,113.454,0.825616,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820517722.941,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54110,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820519126.8,1664820519427.143,300.343,148.146,160.702,148.146,160.702,147.585,160.701,1,0,1,24.824506,12.555,35.635,11.609124,3,64,64,112.404587,111.921,113.354,0.8191,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820519014.178,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52460,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820519417.8767,1664820519703.848,285.971,148.354,160.247,148.354,160.247,147.616,160.246,0,0,0,19.886337,11.892,35.574,13.586185,3,64,64,112.417919,112.042,113.061,0.55692,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820519305.216,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54113,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820520709.8027,1664820520997.5127,287.71,148.812,161.419,148.812,161.419,148.179,161.418,1,0,1,20.485984,12.606,36.033,13.463949,3,64,64,112.604247,112.146,113.47,0.747157,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820520597.152,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52463,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820520990.769,1664820521278.822,288.053,148.756,161.848,148.756,161.848,148.059,161.249,0,0,0,20.371988,12.493,35.886,13.435504,3,64,64,112.555581,112.04,113.465,0.787144,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820520878.076,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,54116,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664820522282.048,1664820522583.88,301.832,148.067,175.961,148.067,175.961,147.493,175.961,1,0,1,25.195827,12.404,35.292,11.679976,3,64,64,112.602247,112.151,113.466,0.745201,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820522169.22,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,52466,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664820522577.228,1664820522864.083,286.855,148.614,160.851,148.614,160.851,147.871,160.85,0,0,0,20.140662,12.236,35.707,13.480819,3,64,64,112.653912,112.164,113.523,0.751879,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664820522464.497,-1000.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
